Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,DISRESAL: estilo (product.metafields.custom.estilo),DISRESAL: gender (product.metafields.custom.gender),Cole Haan: patternId (product.metafields.custom.patternid),Cole Haan: prod_section_features_label (product.metafields.custom.prod_section_features_label),Cole Haan: prod_section_short_description (product.metafields.custom.prod_section_short_description),Cole Haan: relatedProducts (product.metafields.custom.relatedproducts),Cole Haan: size_chart (product.metafields.custom.size_chart),Cole Haan: styleId (product.metafields.custom.styleid),DISRESAL: U_Categoria (product.metafields.custom.u_categoria),DISRESAL: U_Descrip_Color (product.metafields.custom.u_descrip_color),DISRESAL: U_Genero (product.metafields.custom.u_genero),DISRESAL: U_NEW (product.metafields.custom.u_new),DISRESAL: U_Segmento (product.metafields.custom.u_segmento),DISRESAL: U_Zone (product.metafields.custom.u_zone),DISRESAL: variante_producto (product.metafields.global.variante_producto),DISRESAL: variates_color (product.metafields.global.variates_color),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Grupo de edad (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Material del calzado (product.metafields.shopify.footwear-material),Talla del calzado (product.metafields.shopify.shoe-size),Sexo objetivo (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / El Salvador,Price / El Salvador,Compare At Price / El Salvador,Status
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,8.5,,'196414551181,0.0,shopify,deny,manual,205.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_973559bd-7969-4fa0-af7a-7471bc471fea.jpg?v=1726071164,6,C40060:WHITE/WHITE CAP GRAY/BLUE WING TEAL/GOJI BERRY/LIGHT GUM T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,9,,'196414551198,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,9.5,,'196414551204,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,10,,'196414551075,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,10.5,,'196414551082,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,11,,'196414551099,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,11.5,,'196414551105,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,12,,'196414551112,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40060,,,,,,,,,Blue Wing Teal-Goji Berry,,,Medium,,,13,,'196414551129,0.0,shopify,deny,manual,205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,205.00,,
c40059,Men's GrandPrø Ashland Sneakers,"<ul>
<li> Leather upper in Ivory with accents in Whitecap Gray, Syrah, Sesame, and Marine; six-eyelet lacing system</li>
<li> Rubber outsole with running-inspired traction</li>
<li> FlowerFoam midsole, made with a minimum of 25 percent dandelion rubber, in Ivory</li>
</ul>",Cole Haan El Salvador,,Sneakers,"FOOTWEAR, GRANDPRO, IVORY-WHITE CAP-SESAME-SYRAH-MARINE-IVORY, MFW, New",true,Color,Ivory-Sesame-Syrah-Marine,,Width,Medium,,Size,7,,'196414550054,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_4519bd17-3657-4bca-8df7-c33336d3ba33.jpg?v=1726071154,1,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,false,,,,,,,,,,,,,,,,,,,,,,MFW,IVORY-WHITE CAP-SESAME-SYRAH-MARINE-IVORY,MFW,,FOOTWEAR,GRANDPRO,,,,,,,,,,kg,,,true,215.00,,active
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,7.5,,'196414550061,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_8c025b49-48ce-4407-8f75-31e0effd5e72.jpg?v=1726071154,2,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,8,,'196414550078,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_416c4b33-7a28-468f-ae81-1902f84e7331.jpg?v=1726071154,3,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,8.5,,'196414550085,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_ebc530e0-ced1-4f27-a7d6-64a87746dc08.jpg?v=1726071154,4,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,9,,'196414550092,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_47592575-3c46-421c-9542-dd272520062a.jpg?v=1726071154,5,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,9.5,,'196414550108,0.0,shopify,deny,manual,215.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_56fc1659-bba5-47ee-9c70-d0de8b0ed630.jpg?v=1726071154,6,C40059:IVORY/WHITE CAP/SESAME/SYRAH/MARINE/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,10,,'196414549997,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,10.5,,'196414550009,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,11,,'196414550016,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,11.5,,'196414550023,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,12,,'196414550030,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c40059,,,,,,,,,Ivory-Sesame-Syrah-Marine,,,Medium,,,13,,'196414550047,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
c39613,Men's ZERØGRAND Remastered Wingtip Oxfords,"<ul>
<li>Leather upper in Acorn with laser-cut broguing; five-eyelet lacing system</li>
<li>Outsole, with extra-deep flex grooves, in Irish Coffee</li>
<li>Cushioned FlowerFoam EVA midsole made with 25 percent dandelion rubber</li>
<li>Superior comfort with plush cushioning</li>
<li>Exceptionally lightweight</li>
<li>Maximum flexibility for range of motion</li>
<li>Powerful grip for added traction</li>
</ul>",Cole Haan El Salvador,,Oxfords,"FOOTWEAR, GLAZED GINGER/CH IRISH COFFEE, MFW, Old, ZEROGRAND",true,Color,Acorn-Irish Coffee,,Width,Medium,,Size,7,,'196414486063,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_dec228e0-f381-4dbb-b318-886d9cfb42eb.jpg?v=1726071145,1,C39613:ACORN/CH IRISH COFFEE,false,,,,,,,,,,,,,,,,,,,,,,MFW,GLAZED GINGER/CH IRISH COFFEE,MFW,,FOOTWEAR,ZEROGRAND,,,,,,,,,,kg,,,true,275.00,,active
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,7.5,,'196414486070,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_fad6d137-f476-4d3b-a315-d386852de1a1.jpg?v=1726071145,2,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,8,,'196414486087,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_e804b93d-eba0-4a0e-a2b4-93f685bd84b7.jpg?v=1726071145,3,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,8.5,,'196414486094,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_351cc938-7b65-4896-a336-dee9c02bb231.jpg?v=1726071145,4,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,9,,'196414486100,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_58b52383-ae3d-4deb-91c5-10bef614ae81.jpg?v=1726071145,5,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,9.5,,'196414486117,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_af546bfa-1b10-4d5c-8155-c887d0eaba8c.jpg?v=1726071145,6,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,10,,'196414485974,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_97bb1224-3a4c-4597-9bde-8338efeacaaa.jpg?v=1726071145,7,C39613:ACORN/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,10.5,,'196414485981,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,11,,'196414485998,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,11.5,,'196414486001,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,12,,'196414486018,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,13,,'196414486025,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,14,,'196414486032,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,15,,'196414486049,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39613,,,,,,,,,Acorn-Irish Coffee,,,Medium,,,16,,'196414486056,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39611,Men's GrandPrø Topspin Waterproof Golf Shoes,"<ul>
<li> Full-grain waterproof leather upper in Silver Lining with heel tab in Trellis; seven-eyelet lacing system</li>
<li> Spikeless traction rubber outsole in Blue Wing Teal and Trellis</li>
<li> Seam-sealed waterproof construction</li>
<li> Midsole in Ivory</li>
<li> Supportive footbed</li>
</ul>",Cole Haan El Salvador,,Sneakers,"FOOTWEAR, GOLF, MFW, New, SILVER LINING-TRELLIS-IVORY",true,Color,Silver-Trellis-Ivory,,Width,Medium,,Size,7,,'196414536942,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_0c520cff-71c5-471e-a63e-693e2805ad33.jpg?v=1726071136,1,C39611:SILVER LINING/TRELLIS/IVORY,false,,,,,,,,,,,,,,,,,,,,,,MFW,SILVER LINING-TRELLIS-IVORY,MFW,,FOOTWEAR,GOLF,,,,,,,,,,kg,,,true,225.00,,active
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,7.5,,'196414536959,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_bb859dde-d717-4adc-a9af-9b9be4a8c672.jpg?v=1726071136,2,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,8,,'196414536966,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_8d274ef2-1b3c-4813-8154-028782c7bb11.jpg?v=1726071136,3,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,8.5,,'196414536973,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_77fdc67a-93cd-4e7f-b9cb-18dd6b7e4114.jpg?v=1726071136,4,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,9,,'196414536980,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_e26d6862-5629-4aa4-a68c-6bc9a8946f65.jpg?v=1726071136,5,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,9.5,,'196414536997,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_9813ba01-97fa-4a8d-b4d4-c494690141a5.jpg?v=1726071136,6,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,10,,'196414536881,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_da6c2874-ecde-431b-baa0-ff532c599627.jpg?v=1726071136,7,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,10.5,,'196414536898,0.0,shopify,deny,manual,225.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_c42d5dc5-e4ad-4b70-b912-7f8afd4fc067.jpg?v=1726071136,8,C39611:SILVER LINING/TRELLIS/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,11,,'196414536904,0.0,shopify,deny,manual,225.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,11.5,,'196414536911,0.0,shopify,deny,manual,225.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,12,,'196414536928,0.0,shopify,deny,manual,225.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39611,,,,,,,,,Silver-Trellis-Ivory,,,Medium,,,13,,'196414536935,0.0,shopify,deny,manual,225.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,225.00,,
c39603,Men's ZERØGRAND Remastered Wingtip Oxfords,"<ul>
<li>Leather upper in Dark Chocolate Brown with laser-cut broguing; five-eyelet lacing system</li>
<li>Outsole, with extra-deep flex grooves, in Irish Coffee</li>
<li>FlowerFoam EVA midsole made with 25 percent dandelion rubber</li>
<li>Superior comfort with plush cushioning</li>
<li>Exceptionally lightweight</li>
<li>Maximum flexibility for range of motion</li>
<li>Powerful grip for added traction</li>
</ul>",Cole Haan El Salvador,,Oxfords,"CH DARK CHOCOLATE/CH IRISH COFFEE, FOOTWEAR, MFW, Old, ZEROGRAND",true,Color,Dark Chocolate Brown-Irish Coffee,,Width,Medium,,Size,7,,'196414487657,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_d725f6dc-7c31-4328-af51-80a90cd28773.jpg?v=1726071123,1,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,false,,,,,,,,,,,,,,,,,,,,,,MFW,CH DARK CHOCOLATE/CH IRISH COFFEE,MFW,,FOOTWEAR,ZEROGRAND,,,,,,,,,,kg,,,true,275.00,,active
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,7.5,,'196414487664,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_1ae46787-99ca-4c5b-b82d-ae65f2c9088c.jpg?v=1726071123,2,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,8,,'196414487671,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_2bb368dd-997d-494c-93bf-a0615b66fe6a.jpg?v=1726071123,3,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,8.5,,'196414487688,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_435ee719-87c1-4e70-afec-b334c8d23dd7.jpg?v=1726071124,4,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,9,,'196414487695,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_e04ac959-35b9-429b-a422-0311ef4ddfe8.jpg?v=1726071124,5,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,9.5,,'196414487701,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_77bac6c4-63a0-4ea6-9179-9ad959c3eef7.jpg?v=1726071124,6,C39603:CH DARK CHOCOLATE/CH IRISH COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,10,,'196414487565,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,10.5,,'196414487572,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,11,,'196414487589,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,11.5,,'196414487596,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,12,,'196414487602,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,13,,'196414487619,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,14,,'196414487626,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,15,,'196414487633,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39603,,,,,,,,,Dark Chocolate Brown-Irish Coffee,,,Medium,,,16,,'196414487640,0.0,shopify,deny,manual,275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39602,Men's ZERØGRAND Remastered Wingtip Oxfords,"<ul>
<li>Leather upper in British Tan with laser-cut broguing; five-eyelet lacing system</li>
<li>Outsole, with extra-deep flex grooves, in Ivory</li>
<li>FlowerFoam EVA midsole made with 25 percent dandelion rubber</li>
<li>Superior comfort with plush cushioning</li>
<li>Exceptionally lightweight</li>
<li>Maximum flexibility for range of motion</li>
<li>Powerful grip for added traction</li>
</ul>",Cole Haan El Salvador,,Oxfords,"CH BRITISH TAN/IVORY, FOOTWEAR, MFW, Old, ZEROGRAND",true,Color,British Tan-Ivory,,Width,Medium,,Size,7,,'196414486353,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_3c9649b9-d995-4ef7-8975-db7d1baec46b.jpg?v=1726071114,1,C39602:CH BRITISH TAN/IVORY,false,,,,,,,,,,,,,,,,,,,,,,MFW,CH BRITISH TAN/IVORY,MFW,,FOOTWEAR,ZEROGRAND,,,,,,,,,,kg,,,true,275.00,,active
c39602,,,,,,,,,British Tan-Ivory,,,Medium,,,7.5,,'196414486360,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_62478c94-f917-429a-80e2-dc5850b2b018.jpg?v=1726071114,2,C39602:CH BRITISH TAN/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39602,,,,,,,,,British Tan-Ivory,,,Medium,,,8,,'196414486377,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_238339f8-136b-42a6-91bf-f406dd98676e.jpg?v=1726071114,3,C39602:CH BRITISH TAN/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
c39602,,,,,,,,,British Tan-Ivory,,,Medium,,,8.5,,'196414486384,0.0,shopify,deny,manual,275.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_e7ff1d1a-1d7f-4ba4-b7a1-532a58e798af.jpg?v=1726071114,4,C39602:CH BRITISH TAN/IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,275.00,,
