Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,DISRESAL: estilo (product.metafields.custom.estilo),DISRESAL: gender (product.metafields.custom.gender),Cole Haan: patternId (product.metafields.custom.patternid),Cole Haan: prod_section_features_label (product.metafields.custom.prod_section_features_label),Cole Haan: prod_section_short_description (product.metafields.custom.prod_section_short_description),Cole Haan: relatedProducts (product.metafields.custom.relatedproducts),Cole Haan: size_chart (product.metafields.custom.size_chart),Cole Haan: styleId (product.metafields.custom.styleid),DISRESAL: U_Categoria (product.metafields.custom.u_categoria),DISRESAL: U_Descrip_Color (product.metafields.custom.u_descrip_color),DISRESAL: U_Genero (product.metafields.custom.u_genero),DISRESAL: U_NEW (product.metafields.custom.u_new),DISRESAL: U_Segmento (product.metafields.custom.u_segmento),DISRESAL: U_Zone (product.metafields.custom.u_zone),DISRESAL: variante_producto (product.metafields.global.variante_producto),DISRESAL: variates_color (product.metafields.global.variates_color),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Grupo de edad (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Material del calzado (product.metafields.shopify.footwear-material),Talla del calzado (product.metafields.shopify.shoe-size),Sexo objetivo (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / El Salvador,Price / El Salvador,Compare At Price / El Salvador,Status
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,8,,'196414415605,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,8.5,,'196414415612,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,9,,'196414415629,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,9.5,,'196414415636,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,10,,'196414415513,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,10.5,,'196414415520,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Medium,,,11,,'196414415537,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,5,,'196414415650,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,5.5,,'196414415667,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,6,,'196414415674,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,6.5,,'196414415681,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,7,,'196414415698,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,7.5,,'196414415704,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,8,,'196414415711,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,8.5,,'196414415728,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,9,,'196414415735,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,9.5,,'196414415742,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29610,,,,,,,,,Optic White-Heather Gray,,,Wide,,,10,,'196414415643,0.0,shopify,deny,manual,215.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,215.00,,
w29143,Women's GrandPrø Topspin Sneakers,"<ul>
<li>Lightweight leather uppers for a soft and flexible feel.</li>
<li>Textile detail at heel.</li>
<li>Luxuriously cushioned GRANDFØAM™ footbed.</li>
<li>Plush heel padding that hugs your foot.</li>
<li>Sturdy EVA midsole with rubber toe and heel pods for added traction.</li>
<li>Cole Haan leather products support responsible manufacturing via the Leather Working Group.</li>
</ul>",Cole Haan El Salvador,,Sneakers,"FOOTWEAR, GRANDPRO, New, OPTIC WHITE -METALL, WFW",true,Color,Optic White-Metallic Houndstooth,,Width,Medium,,Size,5,,'196414284874,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_2e2edfb5-ccc6-4276-9489-1194538be2bf.jpg?v=1726072262,1,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,false,,,,,,,,,,,,,,,,,,,,,,WFW,OPTIC WHITE -METALL,,,FOOTWEAR,GRANDPRO,,,,,,,,,,kg,,,true,195.00,,active
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,5.5,,'196414284881,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_60bd57f8-c50b-4a0e-a987-f7d242fe08b8.jpg?v=1726072262,2,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,6,,'196414284898,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_16936467-10c4-421a-9ca0-6c0285211cae.jpg?v=1726072262,3,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,6.5,,'196414284904,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_aaafd7f4-5582-49ff-8227-035b2399d7d0.jpg?v=1726072262,4,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,7,,'196414284911,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_0de85be5-aae9-48ab-8752-728c2bd51077.jpg?v=1726072262,5,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,7.5,,'196414284928,0.0,shopify,deny,manual,195.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_23d81b0e-2e71-46b0-a0b4-328ea3c9bff8.jpg?v=1726072262,6,W29143:OPTIC WHITE/METALLIC HOUNDSTOOTH TEXTILE/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,8,,'196414284935,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,8.5,,'196414284942,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,9,,'196414284959,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,9.5,,'196414284966,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,10,,'196414284843,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,10.5,,'196414284850,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Medium,,,11,,'196414284867,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,5,,'196414284980,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,5.5,,'196414284997,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,6,,'196414285000,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,6.5,,'196414285017,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,7,,'196414285024,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,7.5,,'196414285031,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,8,,'196414285048,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,8.5,,'196414285055,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,9,,'196414285062,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,9.5,,'196414285079,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29143,,,,,,,,,Optic White-Metallic Houndstooth,,,Wide,,,10,,'196414284973,0.0,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,195.00,,
w29136,Women's GrandPrø Wellesley Sneakers,"<ul>
<li>Classic sneaker crafted in leather or suede uppers with mixed material overlays.</li>
<li>Laser perforation details on heel nod to Cole Haan heritage.</li>
<li>CMEVA (compression molded) midsole delivers responsive cushioning.</li>
<li>Full rubber outsole for added traction and durability.</li>
<li>Cole Haan leather products support responsible manufacturing via the Leather Working Group.</li>
</ul>",Cole Haan El Salvador,,Sneakers,"FOOTWEAR, GRANDPRO, IVORY-NYLON -CH GOL, Old, WFW",true,Color,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,Width,Medium,,Size,5,,'196414293968,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_47c37f32-e4c7-4588-8081-b6cc5d0a3dbd.jpg?v=1726072252,1,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,false,,,,,,,,,,,,,,,,,,,,,,WFW,IVORY-NYLON -CH GOL,,,FOOTWEAR,GRANDPRO,,,,,,,,,,kg,,,true,170.00,,active
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,5.5,,'196414293975,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_8c5aa63f-8ef2-41bb-ab33-31fb115be44b.jpg?v=1726072252,2,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,6,,'196414293982,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_c712a688-b064-4e7a-9d64-441d52907ad9.jpg?v=1726072252,3,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,6.5,,'196414293999,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_0aebf2aa-03b9-4ea7-aaae-d5880e11b8ff.jpg?v=1726072252,4,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,7,,'196414294002,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_f84e3e35-e8f6-49da-b5dd-ac42df07d8ce.jpg?v=1726072252,5,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,7.5,,'196414294019,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_660b888f-3626-4c5a-90c5-bc7f9e4a430c.jpg?v=1726072252,6,W29136:IVORY/NYLON/CH GOLDEN TOFFEE SUEDE/ADVENTURINE SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,8,,'196414294026,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,8.5,,'196414294033,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,9,,'196414294040,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,9.5,,'196414294057,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,10,,'196414293937,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,10.5,,'196414293944,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Medium,,,11,,'196414293951,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,5,,'196414294071,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,5.5,,'196414294088,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,6,,'196414294095,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,6.5,,'196414294101,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,7,,'196414294118,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,7.5,,'196414294125,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,8,,'196414294132,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,8.5,,'196414294149,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,9,,'196414294156,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,9.5,,'196414294163,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29136,,,,,,,,,Ivory-Nylon-Golden Toffee Suede-Adventurine Suede,,,Wide,,,10,,'196414294064,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,Women's GrandPrø Wellesley Sneakers,"<ul>
<li>Classic sneaker crafted in leather or suede uppers with mixed material overlays.</li>
<li>Laser perforation details on heel nod to Cole Haan heritage.</li>
<li>CMEVA (compression molded) midsole delivers responsive cushioning.</li>
<li>Full rubber outsole for added traction and durability.</li>
<li>Cole Haan leather products support responsible manufacturing via the Leather Working Group.</li>
</ul>",Cole Haan El Salvador,,Sneakers,"FOOTWEAR, GRANDPRO, New, OPTIC WHITE -NYLON-, WFW",true,Color,Optic White-Nylon-Birch Suede,,Width,Medium,,Size,5,,'196414291018,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_81770eea-7af8-4174-ade6-944760eeb239.jpg?v=1726072242,1,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,false,,,,,,,,,,,,,,,,,,,,,,WFW,OPTIC WHITE -NYLON-,,,FOOTWEAR,GRANDPRO,,,,,,,,,,kg,,,true,170.00,,active
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,5.5,,'196414291025,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_611ad037-6ea9-416f-a4dc-acdf09c79f2c.jpg?v=1726072242,2,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,6,,'196414291032,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_58bff216-d6b7-4f6e-a02f-631276ef56dc.jpg?v=1726072242,3,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,6.5,,'196414291049,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_2c0a2ccf-b83c-4eb9-84df-5dce58c574b5.jpg?v=1726072242,4,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,7,,'196414291056,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_2df04906-de0f-4516-8648-bd94b4ddf193.jpg?v=1726072242,5,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,7.5,,'196414291063,0.0,shopify,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0607/7975/7753/files/BaseTransform1_05e8ac28-d156-4cf1-92db-e5412251e199.jpg?v=1726072242,6,W29134:OPTIC WHITE/NYLON/BIRCH SUEDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,8,,'196414291070,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,8.5,,'196414291087,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,9,,'196414291094,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,9.5,,'196414291100,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,10,,'196414290981,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,10.5,,'196414290998,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Medium,,,11,,'196414291001,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
w29134,,,,,,,,,Optic White-Nylon-Birch Suede,,,Wide,,,5,,'196414291124,0.0,shopify,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,170.00,,
